Name,Category,Pandemic,Start_Year,End_Year,Duration,Death,Confirmed_Case,Population,Case_Fatality_Rate,Mortality_Rate,Infection_Rate,AG_Infant,AG_Children,AG_Young_Adult,AG_Mid_Age,AG_Old,Country_Region
Taiwanese Encephalitis Epidemics of 1958–61,Japanese B encephalitis (JBE),No,1958,1961,3.998858447,283,1133,,0.249779347,,,1,,,,,China
Taiwanese Rubella Epidemics of 1957–58,Measles,No,1957,1958,1.998858447,,,,,,0.3,,,,,,China
Taiwanese Rubella Epidemics of 1968–69,Measles,No,1968,1969,1.998858447,,,,,,0.3,,1,,,,China
Tanganyikan Influenza Epidemic of 1957,Influenza,No,1957,1957,0.998858447,,93725,,,,,,,,,,Tanzania
Tanganyikan Meningitis Epidemic of 1942,cerebrospinal meningitis (CSM),No,1942,1942,0.998858447,6960,11687,,0.595533499,,,,,,,,Tanzania
Tanganyikan Plague of 1951–53,Plague,No,1951,1953,2.998858447,250,1600,,0.15625,,,,,,,,Tanzania
TB Pandemic of the 1990s–,Tuberculosis,Yes,1990,1999,9.998858447,2000000,9000000,,0.222222222,,,,,,,,world
Thai Beriberi Epidemics of 1890–1910,Beriberi,No,1890,1910,20.99885845,1063,22670,,0.046890163,,,,,,,,Thailand
Thai Cholera Epidemic of 1820,Cholera,No,1820,1820,0.832191781,30000,,,,,,,,,,,Thailand
Thai Dengue Hemorrhagic Fever Epidemics,Dengue,No,1955,1985,30.99885845,,14160,,,,,,,,,,Thailand
Thai HIV/AIDS Epidemic,HIV/AIDS,No,1970,2010,40.99885845,,,,,,,,,,,,Thailand
Thasian Mumps Epidemic,Mumps,No,-410,-410,0.998858447,,,,,,,,,1,,,Greece
Thirty Years’ War Epidemics,Typhus,No,1618,1648,30.99885845,,,,,,,,,,,,Germany
Tiverton Typhus Epidemic of 1644,Typhus,No,1644,1644,0.998858447,105,,,,,,,,,,,England
Tongan and Samoan Measles Epidemics of 1893,Measles,No,1893,1893,0.998858447,2600,,,,0.05,,,,,,,South Pacific
Torgau Typhus and Dysentery Epidemic of 1813,Typhus,No,1813,1813,0.998858447,30700,,,,,,,,,,,Germany
Tours Diphtheria Epidemic of 1818–20,Diphtheria,No,1818,1820,2.998858447,150,,,,,,,,,,,France
Tripoli Cholera Epidemic of 1911,Cholera,No,1911,1911,0.248858447,3000,10000,,0.3,,,,,,,,Lybia
Tunisian Cholera Epidemic of 1849–50,Cholera,No,1849,1850,1.998858447,56000,118500,,0.47257384,,,,,,,,Tunisia
Tunisian Plague of 1818–20,Plague,No,1818,1820,2.998858447,40000,120000,,0.333333333,0.25,,,,,,,Tunisia
Tunis Typhus Epidemic of 1868,Typhus,No,1868,1868,0.998858447,5000,,,,,,,,,,,Tunisia
Turkish Influenza Epidemic of 1957–58,Influenza,No,1957,1958,0.740639269,,369255,,,,,,,,,,Turkey
Ugandan Ebola Outbreak of 2000,Ebola,No,2000,2000,0.998858447,170,425,,0.4,,,,,,,,Uganda
Ugandan HIV/AIDS Epidemic,HIV/AIDS,No,1980,2005,25.99885845,91000,1000000,,0.091,,0.07,,,,,,Uganda
Ugandan Plagues of 1926–31,Plague,No,1926,1931,5.998858447,13127,14899,,0.9,,,,,,,,Uganda
Ugandan Sleeping Sickness Epidemic of 1940–43,Sleeping Sickness,No,1940,1943,3.998858447,250,2500,,0.1,,,,,,,,Uganda
Ugandan-Tanganyikan Sleeping Sickness Epidemic of 1900–09,Sleeping Sickness,No,1900,1909,9.998858447,100000,,,,,,,,,,,"Uganda, Tanganyika"
U.S. and Caribbean Dengue Epidemic of 1826–28,Dengue,No,1826,1828,2.998858447,,,,,,,,,,,,"USA, Caribbea"
U.S. Anthrax Outbreak of 2001,anthrax infection,No,2001,2001,0.998858447,5,20,,0.25,,,,,,,,USA
U.S.-British-Chinese Armies’ Typhus Epidemics of 1943–45,Typhus,No,1943,1945,2.998858447,98,1098,,0.089,,,,,,,,"Burma, India"
U.S. Cholera Epidemic of 1832,Cholera,No,1832,1832,0.998858447,,,,,,,,,,,,USA
U.S. Cholera Epidemic of 1849,Cholera,No,1849,1849,0.998858447,,,,,0.099,,,,,,,USA
U.S. Cholera Epidemic of 1866,Cholera,No,1866,1866,0.998858447,,,,,0.049,,,,,,,USA
U.S. Cholera Epidemic of 1873,Cholera,No,1873,1873,0.998858447,1234,,,,,,,,,,,USA
U.S. Civil War Epidemics,Dysentery,No,1861,1865,4.215981735,44558,1739135,,0.025620783,0.071,,,,,,,USA
U.S. Dengue Epidemics of 1850–51,Dengue,No,1850,1851,1.998858447,,,,,,,,,,,,USA
U.S. Dengue Epidemics of 1878–80,Dengue,No,1878,1880,2.998858447,,,,,,,,,,,,USA
"U.S. Hantavirus (Sin Nombre Virus, Four Corners Disease) Outbreak of 1993",Hantavirus,No,1993,1993,0.665525114,27,45,,0.6,,,,,,,,USA
U.S. Hepatitis C Epidemic of the 1990s–2006,Hepatitis,No,1990,2006,16.99885845,,4000000,,,,,,,,1,,USA
U.S. HIV/AIDS Epidemic,HIV/AIDS,No,1981,2005,24.99885845,500000,900000,,0.555555556,,,,,,,,USA
U.S. Influenza Epidemic of 1957–58,Influenza,No,1957,1958,1.998858447,70000,,,,,,1,,,,1,USA
U.S. Influenza Epidemic of 1968–69,Influenza,No,1968,1969,1.998858447,33000,30000000,,0.0011,,,1,,,1,,USA
U.S. Plague Outbreaks,Plague,No,1900,2002,102.9988584,20,,,,,,,,,,,USA
U.S. Poliomyelitis Epidemic of 1916,Poliomyelitis,No,1916,1916,0.998858447,7000,27000,,0.259259259,,,,,,,,USA
U.S. Poliomyelitis Epidemic of 1931,Poliomyelitis,No,1931,1931,0.998858447,4138,33918.03279,,0.122,,,,,,,,USA
U.S. Poliomyelitis Epidemic of 1942–53,Poliomyelitis,No,1942,1953,11.99885845,,60000,,,,,,,,,,USA
U.S. Rubella Epidemic of 1964,Measles,No,1964,1964,0.998858447,,12500000,,,,,,,,,,USA
U.S. Smallpox Epidemic of 1901–03,Smallpox,No,1901,1903,2.998858447,3573,21779,,0.164057119,,,,,,,,USA
U.S. Venereal Disease Epidemics of the 1990s–2006,sexually transmitted diseases (STDs),No,1990,2006,16.99885845,,19000000,,,,,,,,,,USA
U.S. West Nile Virus Outbreaks of 1999–2005,West Nile Virus (WNV),No,1999,2005,6.998858447,600,16000,,0.0375,,,,,,,,USA
U.S. Yellow Fever Epidemics of 1878–79,Yellow Fever,No,1878,1879,1.998858447,20000,100000,,0.2,,,,,,,,USA
Upper Voltaic Meningitis Epidemic of 1939,cerebrospinal meningitis (CSM),No,1939,1939,0.998858447,3118,6783,,0.459678608,,,,,,,,Upper Volta
Usambara Malaria Epidemic of 1941–42,Malaria,No,1941,1942,1.998858447,240,1500,,0.16,,,,,,,,Tanzania
Venezuelan Smallpox Epidemic of 1580,Smallpox,No,1580,1580,0.998858447,20000,,30000,,0.666666667,,,,,,,Venezuela
Venezuelan Yellow Fever Epidemic of 1929,Yellow Fever,No,1929,1929,0.998858447,,,,0.05,,,,,,,,Venezuela
Venice Plague of 1575–77,Plague,No,1575,1577,2.998858447,50000,90000,,0.555555556,,,,,,,,Italy
Vermont Poliomyelitis Epidemic of 1894,Poliomyelitis,No,1894,1894,0.998858447,,132,,,,,,,,,,USA
"Vienna, Great Plague of",Plague,No,1679,1679,0.998858447,,,,,0.5,,,,,,,Austria
Vienna Plague of 1349,Plague,No,1349,1349,0.998858447,,,,,,,,,,,,Austria
Vietnamese Dengue Epidemics of the 1950s,Dengue,No,1950,1959,9.998858447,,,,,,,,,,,,Vietnam
Vietnamese Dengue Epidemics of the 1960s,Dengue,No,1960,1969,9.998858447,203,3144,,0.06456743,,,,,,,,Vietnam
Vietnamese Dengue Epidemics of the 1970s,Dengue,No,1970,1979,9.998858447,1424,18581,,0.076637425,,,,,,,,Vietnam
Vietnamese Plagues of the Early 1900s,Plague,No,1900,1941,41.99885845,,,,,,,,,,,,Vietnam
Vietnamese Plagues of the 1960s,Plague,No,1960,1969,9.998858447,,175000,,,,,,,,,,Vietnam
Vietnamese Poliomyelitis Epidemics of 1958–60,Poliomyelitis,No,1958,1960,2.998858447,,,,,,0.0005216,,,,,,Vietnam
West African Cholera Epidemics of 1970–71,Cholera,No,1970,1971,1.998858447,1400,28000,,0.05,,,,,,,,West Africa
West African Meningitis Epidemic of 1996,cerebrospinal meningitis (CSM),No,1996,1996,0.998858447,10000,100000,,0.1,,,,,,,,West Africa
West and Central African Cholera Epidemic of 2005,Cholera,No,2005,2005,0.998858447,394,27461,,0.01434762,,,,,,,,West and Central Africa
Western European HIV/AIDS Epidemic,HIV/AIDS,No,1980,2005,25.99885845,,,,,,,,,,,,Western Europe
"Xerxes, Plague of",Dysentery,No,-480,-480,0.998858447,,,,,,,,,,,,Greece
Xinjiang (Sinkiang) Hepatitis Epidemic of 1986–88,Hepatitis,No,1986,1988,2.998858447,,119280,,,,0.03,,1,1,1,,China
Yellow Plague of A.D. 664,Plague,No,664,664,0.998858447,,,,,,,,,,,,Ireland
Yukon Indian Influenza Epidemic of 1900,Influenza,No,1900,1900,0.998858447,,,,,0.211940299,,,,,,,USA
Zairean Ebola Epidemic of 1976,Ebola,No,1976,1976,0.998858447,274,,,,,,,,,,,Congo
Zairean Ebola Epidemic of 1995,Ebola,No,1995,1995,0.998858447,153,205,,0.746341463,,,,,,,,Congo
Zairean Plague of 1992,Plague,No,1992,1992,0.998858447,78,191,,0.408376963,,,,,,,,Congo
Zambean Smallpox Epidemic of 1955,Smallpox,No,1955,1955,0.998858447,501,3538,,0.141605427,,,,,,,,Zambia
Zanzibar Cholera Epidemic of 1869,Cholera,No,1869,1869,0.998858447,70000,,,,,,,,,,,Tanzania
Mweka ebola epidemic,Ebola,No,2007,2007,0.998858447,187,264,,0.708333333,,,,,,,,Congo
Ethiopia cholera epidemic of 2007,Cholera,No,2007,2007,0.998858447,684,,,,,,,,,,,Ethiopia
Iraq cholera outbreak of 2007,Cholera,No,2007,2007,0.998858447,10,7000,,0.001428571,,,,,,,,Iraq
"Puerto Rico, Dominican Republic, and Mexico dengue fever epidemic of 2007",Dengue,No,2007,2007,0.998858447,183,,,,,,,,,,,"Puerto Rico, Dominican Republic, Mexico"
Uganda ebola outbreak of 2007,Ebola,No,2007,2007,0.998858447,37,,,,,,,,,,,Uganda
Netherlands Q-fever epidemic of 2007,Q-fever,No,2007,2018,11.99885845,95,,,,,,,,,,,Netherland
Brazil dengue epidemic of 2008,Dengue,No,2008,2008,0.998858447,67,,,,,,,,,,,Brazil
Cambodia dengue epidemic of 2008,Dengue,No,2008,2008,0.998858447,407,,,,,,,,,,,Cambodia
Chad cholera epidemic of 2008,Cholera,No,2008,2008,0.998858447,123,,,,,,,,,,,Chad
"China hand, foot, and mouth disease epidemic of 2008–2017","Hand, foot, and mouth disease",No,2008,2017,9.998858447,3322,,,,,,,,,,,China
India cholera epidemic of 2008,Cholera,No,2008,2008,0.998858447,115,,,,,,,,,,,India
Madagascar plague outbreak of 2008 ,Plague,No,2008,2008,0.998858447,18,,,,,,,,,,,Madagascar
Philippines dengue epidemic of 2008,Dengue,No,2008,2008,0.998858447,172,,,,,,,,,,,Philippines
Zimbabwean cholera outbreak of 2008–09,Cholera,No,2008,2008,0.998858447,4288,98592,,0.043492373,,,,,,,,Zimbabwe
Bolivian dengue fever epidemic of 2009,Dengue,No,2009,2009,0.998858447,18,31000,,0.000580645,,,,,,,,Bolivia
Gujarat hepatitis outbreak of 2009,Hepatitis,No,2009,2009,0.998858447,49,125,,0.392,,,,,,,,India
Queensland dengue outbreak of 2009,Dengue,No,2009,2009,0.998858447,1,503,,0.001988072,,,,,,,,Australia
West African meningitis outbreak of 2009–10,cerebrospinal meningitis (CSM),No,2009,2010,1.998858447,1100,25000,,0.044,,,,,,,,West Africa
Swine flu pandemic of 2009,Influenza,Yes,2009,2010,1.998858447,284000,491382,,0.577961749,,,,,,,,Worldwide
Haiti cholera outbreak of 2010s,Cholera,No,2009,2019,10.99885845,10075,,,,,,,,,,,Haiti
Congo measles outbreak of 2010–2014,Measles,No,2009,2014,5.998858447,4500,,,,,,,,,,,Congo
"Vietnam hand, foot and mouth disease epidemic of 2011","Hand, foot and mouth disease",No,2011,2011,0.998858447,170,,,,,,,,,,,Vietnam
dengue outbreak in Pakistan of 2011,Dengue,No,2011,2011,0.998858447,350,21204,,0.01650632,,,,,,,,Pakistan
"yellow fever outbreak in Darfur, Sudan of 2012",Yellow fever,No,2012,2012,0.998858447,171,855,,0.2,,,,,,,,Sudan
Middle East respiratory syndrome coronavirus outbreak of 2012,Middle East respiratory syndrome (MERS-CoV),No,2012,2012,0.998858447,936,2586,,0.361948956,,,,,,,,Worldwide
dengue outbreak in Singapore of 2013,Dengue,No,2013,2013,0.998858447,8,22318,,0.000358455,,,,,,,,Singapore
Vietnam measles outbreak of 2013,Measles,No,2013,2014,1.998858447,142,,,,,,,,,,,Vietnam
Western African Ebola virus epidemic,Ebola,No,2013,2016,3.998858447,11323,28646,,0.395273337,,,,,,,,Western Africa
chikungunya outbreak of 2013–14,Chikungunya,No,2013,2015,2.998858447,183,355000,,0.000515493,,,,,,,,Americas
Avian influenza epidemic of 2013–19,Influenza A virus subtype H7N9,No,2013,2019,6.998858447,616,,,,,,,,,,,China
Madagascar plague outbreak of 2014,Bubonic plague,No,2014,2017,3.998858447,71,263,,0.269961977,,,,,,,,Madagascar
Odisha jaundice outbreak of 2014,"Primarily Hepatitis E, but also Hepatitis A",No,2014,2015,1.998858447,36,3966,,0.009077156,,,,,,,,India
Indian swine flu outbreak of 2015,Influenza,No,2015,2015,0.998858447,2035,33761,,0.060276651,,,,,,,,India
Zika virus epidemic of 2015–16,Zika virus,No,2015,2016,1.998858447,18,174667,,0.000103053,,,,,,,,Worldwide
Angola and Congo yellow fever outbreak of 2016,Yellow fever,No,2016,2016,0.998858447,498,4347,,0.114561767,,,,,,,,"Angola, Congo"
Yemen cholera outbreak of 2016–2021,Cholera,No,2016,2020,4.998858447,3886,2510806,,0.00154771,,,,,,,,Yemen
dengue outbreak in Peshawar of 2017,Dengue,No,2017,2017,0.998858447,69,4320,,0.015972222,,,,,,,,Pakistan
Gorakhpur Japanese encephalitis outbreak of 2017,Japanese B encephalitis (JBE),No,2017,2017,0.998858447,1317,,,,,,,,,,,India
dengue outbreak in Sri Lanka of 2017,Dengue,No,2017,2017,0.998858447,440,186101,,0.002364308,,,,,,,,Sri Lanka
United States flu season of 2017–18,Influenza,No,2017,2018,1.998858447,61000,,,,,,,,,,,United States
Nipah virus outbreak in Kerala of 2018,Nipah virus,No,2018,2018,0.998858447,17,19,,0.894736842,,,,,,,,India
Kivu Ebola epidemic,Ebola,No,2018,2020,2.998858447,2280,3470,,0.657060519,,,,,,,,"Congo, Uganda"
measles outbreak in Congo of 2019,Measles,No,2019,2020,1.998858447,7018,380766,,0.018431267,,,,,,,,Congo
New Zealand measles outbreak of 2019–2020,Measles,No,2019,2020,1.998858447,2,2093,,0.000955566,,,,,,,,New Zealand
Philippines measles outbreak of 2019,Measles,No,2019,2019,0.998858447,415,31056,,0.013362957,,,,,,,,Philippines
Kuala Koh measles outbreak of 2019,Measles,No,2019,2019,0.998858447,15,43,,0.348837209,,,,,,,,Malaysia
Samoa measles outbreak of 2019,Measles,No,2019,2020,1.998858447,83,5707,,0.014543543,,,,,,,,Samoa
dengue fever epidemic of 2019–20,Dengue,No,2019,2020,1.998858447,3930,,,,,,,,,,,"Asia-Pacific, Latin America"
Nigeria lassa fever epidemic of 2019,Lassa fever,No,2019,2020,1.998858447,246,,,,,,,,,,,Nigeria
COVID-19 pandemic,SARS-CoV-2 virus,Yes,2020,2020,0.998858447,3381269,163161728,,0.02072342,,,,,,,1,Worldwide
Democratic Republic of the Congo Ebola outbreak of 2020,Ebola,No,2020,2020,0.998858447,55,,,,,,,,,,,Congo
Nigeria yellow fever epidemic of 2020,Yellow Fever,No,2020,2020,0.998858447,296,,,,,,,,,,,Nigeria
